Time Period Benchmark Comparison,Header,Date,BM1,BM1Return,Consolidated,ConsolidatedReturn
Time Period Benchmark Comparison,Data,09/25/23,VT,0.106371663,Consolidated,-0.137948839
Time Period Benchmark Comparison,Data,09/26/23,VT,-1.402613962,Consolidated,-0.875421377
Time Period Benchmark Comparison,Data,09/27/23,VT,0.010777023,Consolidated,-0.029490029
Time Period Benchmark Comparison,Data,09/28/23,VT,0.689655172,Consolidated,0.496560025
Time Period Benchmark Comparison,Data,09/29/23,VT,-0.278253425,Consolidated,0.062068556
Time Period Benchmark Comparison,Data,10/02/23,VT,-0.536595836,Consolidated,-0.667077761
Time Period Benchmark Comparison,Data,10/03/23,VT,-1.359516616,Consolidated,-0.600487638
Time Period Benchmark Comparison,Data,10/04/23,VT,0.415663968,Consolidated,0.016447167
Time Period Benchmark Comparison,Data,10/05/23,VT,0.239651416,Consolidated,0.193283469
Time Period Benchmark Comparison,Data,10/06/23,VT,1.108454684,Consolidated,0.196729854
Time Period Benchmark Comparison,Data,10/09/23,VT,0.30094583,Consolidated,0.438571462
Time Period Benchmark Comparison,Data,10/10/23,VT,0.889412773,Consolidated,0.782831353
Time Period Benchmark Comparison,Data,10/11/23,VT,0.456718003,Consolidated,0.061454944
Time Period Benchmark Comparison,Data,10/12/23,VT,-0.888137027,Consolidated,-0.305459735
Time Period Benchmark Comparison,Data,10/13/23,VT,-0.661403883,Consolidated,-0.348842841
Time Period Benchmark Comparison,Data,10/16/23,VT,1.020189003,Consolidated,0.703989835
Time Period Benchmark Comparison,Data,10/17/23,VT,0,Consolidated,0.393843738
Time Period Benchmark Comparison,Data,10/18/23,VT,-1.520144573,Consolidated,-0.986694703
Time Period Benchmark Comparison,Data,10/19/23,VT,-0.863557858,Consolidated,-0.82258574
Time Period Benchmark Comparison,Data,10/20/23,VT,-1.143292683,Consolidated,-0.823591748
Time Period Benchmark Comparison,Data,10/23/23,VT,-0.187245291,Consolidated,-0.790057361
Time Period Benchmark Comparison,Data,10/24/23,VT,0.76142132,Consolidated,0.353174089
Time Period Benchmark Comparison,Data,10/25/23,VT,-1.303252656,Consolidated,-0.399276002
Time Period Benchmark Comparison,Data,10/26/23,VT,-0.843320018,Consolidated,-0.084629627
Time Period Benchmark Comparison,Data,10/27/23,VT,-0.436436885,Consolidated,-0.948169125
Time Period Benchmark Comparison,Data,10/30/23,VT,1.180173092,Consolidated,0.71820382
Time Period Benchmark Comparison,Data,10/31/23,VT,0.488780271,Consolidated,0.321581334
Time Period Benchmark Comparison,Data,11/01/23,VT,0.98386027,Consolidated,0.426008228
Time Period Benchmark Comparison,Data,11/02/23,VT,2.036124795,Consolidated,1.738948093
Time Period Benchmark Comparison,Data,11/03/23,VT,1.223044738,Consolidated,1.00176543
Time Period Benchmark Comparison,Data,11/06/23,VT,-0.010598834,Consolidated,-0.278075188
Time Period Benchmark Comparison,Data,11/07/23,VT,-0.063599746,Consolidated,-0.131241204
Time Period Benchmark Comparison,Data,11/08/23,VT,-0.063640221,Consolidated,-0.107679447
Time Period Benchmark Comparison,Data,11/09/23,VT,-0.636807472,Consolidated,-0.623312539
Time Period Benchmark Comparison,Data,11/10/23,VT,1.174962615,Consolidated,0.720559066
Time Period Benchmark Comparison,Data,11/13/23,VT,-0.010557432,Consolidated,0.346264175
Time Period Benchmark Comparison,Data,11/14/23,VT,2.312321825,Consolidated,1.530040742
Time Period Benchmark Comparison,Data,11/15/23,VT,0.196078431,Consolidated,0.508614523
Time Period Benchmark Comparison,Data,11/16/23,VT,-0.185394994,Consolidated,-0.583095392
Time Period Benchmark Comparison,Data,11/17/23,VT,0.557218037,Consolidated,0.575709763
Time Period Benchmark Comparison,Data,11/20/23,VT,0.65674705,Consolidated,0.016938959
Time Period Benchmark Comparison,Data,11/21/23,VT,-0.265062698,Consolidated,-0.138627536
Time Period Benchmark Comparison,Data,11/22/23,VT,0.24532352,Consolidated,0.30242186
Time Period Benchmark Comparison,Data,11/23/23,VT,0,Consolidated,0.015288311
Time Period Benchmark Comparison,Data,11/24/23,VT,0.265116753,Consolidated,0.424983475
Time Period Benchmark Comparison,Data,11/27/23,VT,-0.193226889,Consolidated,-0.293048327
Time Period Benchmark Comparison,Data,11/28/23,VT,0.163032403,Consolidated,0.009439189
Time Period Benchmark Comparison,Data,11/29/23,VT,0.02034588,Consolidated,0.514316915
Time Period Benchmark Comparison,Data,11/30/23,VT,0.294955248,Consolidated,0.372232553
Time Period Benchmark Comparison,Data,12/01/23,VT,0.861981543,Consolidated,0.721334896
Time Period Benchmark Comparison,Data,12/04/23,VT,-0.613311884,Consolidated,-0.272732959
Time Period Benchmark Comparison,Data,12/05/23,VT,-0.222559433,Consolidated,-0.267819321
Time Period Benchmark Comparison,Data,12/06/23,VT,-0.182500253,Consolidated,0.007886467
Time Period Benchmark Comparison,Data,12/07/23,VT,0.670391061,Consolidated,0.599899361
Time Period Benchmark Comparison,Data,12/08/23,VT,0.282514378,Consolidated,0.275654544
Time Period Benchmark Comparison,Data,12/11/23,VT,0.372270852,Consolidated,0.375725352
Time Period Benchmark Comparison,Data,12/12/23,VT,0.250601443,Consolidated,-0.144093199
Time Period Benchmark Comparison,Data,12/13/23,VT,1.479852015,Consolidated,0.456501321
Time Period Benchmark Comparison,Data,12/14/23,VT,0.778401813,Consolidated,0.928789558
Time Period Benchmark Comparison,Data,12/15/23,VT,-0.459522878,Consolidated,-0.261100418
Time Period Benchmark Comparison,Data,12/18/23,VT,0.393674492,Consolidated,0.13281635
Time Period Benchmark Comparison,Data,12/19/23,VT,0.749432995,Consolidated,0.6195702
Time Period Benchmark Comparison,Data,12/20/23,VT,-1.370265244,Consolidated,-0.805175061
Time Period Benchmark Comparison,Data,12/21/23,VT,1.290066488,Consolidated,0.600494105
Time Period Benchmark Comparison,Data,12/22/23,VT,0.14695797,Consolidated,0.050419378
Time Period Benchmark Comparison,Data,12/25/23,VT,0,Consolidated,-0.000517845
Time Period Benchmark Comparison,Data,12/26/23,VT,0.49892389,Consolidated,0.530780424
Time Period Benchmark Comparison,Data,12/27/23,VT,0.292027645,Consolidated,0.046061218
Time Period Benchmark Comparison,Data,12/28/23,VT,0.067941376,Consolidated,-0.057462982
Time Period Benchmark Comparison,Data,12/29/23,VT,-0.213385063,Consolidated,-0.149760341
Time Period Benchmark Comparison,Data,01/01/24,VT,0,Consolidated,0.00179383
Time Period Benchmark Comparison,Data,01/02/24,VT,-0.845645412,Consolidated,0.225310668
Time Period Benchmark Comparison,Data,01/03/24,VT,-0.862660523,Consolidated,-0.141367144
Time Period Benchmark Comparison,Data,01/04/24,VT,-0.118659152,Consolidated,-0.066544692
Time Period Benchmark Comparison,Data,01/05/24,VT,0.118800119,Consolidated,0.310941124
Time Period Benchmark Comparison,Data,01/08/24,VT,1.206368041,Consolidated,0.44465567
Time Period Benchmark Comparison,Data,01/09/24,VT,-0.488519785,Consolidated,-0.453239979
Time Period Benchmark Comparison,Data,01/10/24,VT,0.490918017,Consolidated,0.114398043
Time Period Benchmark Comparison,Data,01/11/24,VT,-0.039081583,Consolidated,-0.328084785
Time Period Benchmark Comparison,Data,01/12/24,VT,0.15638745,Consolidated,-0.067243053
Time Period Benchmark Comparison,Data,01/15/24,VT,0,Consolidated,-0.013565805
Time Period Benchmark Comparison,Data,01/16/24,VT,-0.96613643,Consolidated,-0.525705617
Time Period Benchmark Comparison,Data,01/17/24,VT,-0.788332676,Consolidated,-0.299382841
Time Period Benchmark Comparison,Data,01/18/24,VT,0.854191498,Consolidated,0.329632037
Time Period Benchmark Comparison,Data,01/19/24,VT,0.906046878,Consolidated,0.413635517
Time Period Benchmark Comparison,Data,01/22/24,VT,0.234237751,Consolidated,0.375117562
Time Period Benchmark Comparison,Data,01/23/24,VT,0.155793574,Consolidated,0.152716948
Time Period Benchmark Comparison,Data,01/24/24,VT,0.262492709,Consolidated,-0.025139866
Time Period Benchmark Comparison,Data,01/25/24,VT,0.43634248,Consolidated,-0.140732379
Time Period Benchmark Comparison,Data,01/26/24,VT,0.067580614,Consolidated,0.126840006
Time Period Benchmark Comparison,Data,01/29/24,VT,0.713941148,Consolidated,0.145458137
Time Period Benchmark Comparison,Data,01/30/24,VT,-0.229907079,Consolidated,0.058068909
Time Period Benchmark Comparison,Data,01/31/24,VT,-1.219395103,Consolidated,-0.61564987
Time Period Benchmark Comparison,Data,02/01/24,VT,1.166407465,Consolidated,0.374539541
Time Period Benchmark Comparison,Data,02/02/24,VT,0.37471176,Consolidated,0.155220709
Time Period Benchmark Comparison,Data,02/05/24,VT,-0.478606298,Consolidated,-0.600969643
Time Period Benchmark Comparison,Data,02/06/24,VT,0.557853227,Consolidated,0.466908683
Time Period Benchmark Comparison,Data,02/07/24,VT,0.506934481,Consolidated,-0.0538894
Time Period Benchmark Comparison,Data,02/08/24,VT,0.038066235,Consolidated,-0.083494558
Time Period Benchmark Comparison,Data,02/09/24,VT,0.551750381,Consolidated,0.181312445
Time Period Benchmark Comparison,Data,02/12/24,VT,0.132450331,Consolidated,0.44750103
Time Period Benchmark Comparison,Data,02/13/24,VT,-1.577853364,Consolidated,-0.756621879
Time Period Benchmark Comparison,Data,02/14/24,VT,1.113564366,Consolidated,0.488467403
Time Period Benchmark Comparison,Data,02/15/24,VT,0.85445742,Consolidated,0.932423605
Time Period Benchmark Comparison,Data,02/16/24,VT,-0.235338417,Consolidated,-0.267351846
Time Period Benchmark Comparison,Data,02/19/24,VT,0,Consolidated,0.032264847
Time Period Benchmark Comparison,Data,02/20/24,VT,-0.273636535,Consolidated,-0.299919637
Time Period Benchmark Comparison,Data,02/21/24,VT,0.028384899,Consolidated,0.055417817
Time Period Benchmark Comparison,Data,02/22/24,VT,1.626939084,Consolidated,0.630232023
Time Period Benchmark Comparison,Data,02/23/24,VT,0.074460164,Consolidated,0.227977843
Time Period Benchmark Comparison,Data,02/26/24,VT,-0.260416667,Consolidated,-0.074304326
Time Period Benchmark Comparison,Data,02/27/24,VT,0.214472212,Consolidated,0.23554086
Time Period Benchmark Comparison,Data,02/28/24,VT,-0.381501814,Consolidated,-0.244982783
Time Period Benchmark Comparison,Data,02/29/24,VT,0.410984495,Consolidated,0.146148181
Time Period Benchmark Comparison,Data,03/01/24,VT,0.893023256,Consolidated,0.34876055
Time Period Benchmark Comparison,Data,03/04/24,VT,-0.156739812,Consolidated,-0.159991491
Time Period Benchmark Comparison,Data,03/05/24,VT,-0.76646043,Consolidated,-0.050691334
Time Period Benchmark Comparison,Data,03/06/24,VT,0.800297785,Consolidated,0.278319458
Time Period Benchmark Comparison,Data,03/07/24,VT,1.024741507,Consolidated,0.230404458
Time Period Benchmark Comparison,Data,03/08/24,VT,-0.475189619,Consolidated,0.066849576
Time Period Benchmark Comparison,Data,03/11/24,VT,-0.229547333,Consolidated,0.36553464
Time Period Benchmark Comparison,Data,03/12/24,VT,0.966316952,Consolidated,0.245690008
Time Period Benchmark Comparison,Data,03/13/24,VT,-0.164068909,Consolidated,-0.299258889
Time Period Benchmark Comparison,Data,03/14/24,VT,-0.447366018,Consolidated,-0.497381981
Time Period Benchmark Comparison,Data,03/15/24,VT,-0.439104916,Consolidated,-0.064004536
Time Period Benchmark Comparison,Data,03/18/24,VT,0.369890882,Consolidated,0.234820496
Time Period Benchmark Comparison,Data,03/19/24,VT,0.350101345,Consolidated,0.12116356
Time Period Benchmark Comparison,Data,03/20/24,VT,0.991553434,Consolidated,0.425241159
Time Period Benchmark Comparison,Data,03/21/24,VT,0.3,Consolidated,0.26684693
Time Period Benchmark Comparison,Data,03/22/24,VT,-0.30816641,Consolidated,-0.326200803
Time Period Benchmark Comparison,Data,03/25/24,VT,-0.200018183,Consolidated,0.098021356
Time Period Benchmark Comparison,Data,03/26/24,VT,-0.118429443,Consolidated,0.13049274
Time Period Benchmark Comparison,Data,03/27/24,VT,0.747902225,Consolidated,0.573838715
Time Period Benchmark Comparison,Data,03/28/24,VT,0.036212204,Consolidated,0.037942986
Time Period Benchmark Comparison,Data,03/29/24,VT,0,Consolidated,0.001399759
Time Period Benchmark Comparison,Data,04/01/24,VT,-0.262443439,Consolidated,-0.141637005
Time Period Benchmark Comparison,Data,04/02/24,VT,-0.580709554,Consolidated,-0.387587861
Time Period Benchmark Comparison,Data,04/03/24,VT,0.255544401,Consolidated,0.155732059
Time Period Benchmark Comparison,Data,04/04/24,VT,-1.028675467,Consolidated,-0.247491792
Time Period Benchmark Comparison,Data,04/05/24,VT,0.81861663,Consolidated,-0.147407957
Time Period Benchmark Comparison,Data,04/08/24,VT,0.218958124,Consolidated,0.460938371
Time Period Benchmark Comparison,Data,04/09/24,VT,0.154756486,Consolidated,0.028117359
Time Period Benchmark Comparison,Data,04/10/24,VT,-1.145246319,Consolidated,-0.64727092
Time Period Benchmark Comparison,Data,04/11/24,VT,0.570062523,Consolidated,0.077554235
Time Period Benchmark Comparison,Data,04/12/24,VT,-1.618211739,Consolidated,-0.460474198
Time Period Benchmark Comparison,Data,04/15/24,VT,-0.938574482,Consolidated,-0.728825697
Time Period Benchmark Comparison,Data,04/16/24,VT,-0.572232645,Consolidated,-0.914391246
Time Period Benchmark Comparison,Data,04/17/24,VT,-0.377394094,Consolidated,-0.119449635
Time Period Benchmark Comparison,Data,04/18/24,VT,-0.151529501,Consolidated,-0.09874896
Time Period Benchmark Comparison,Data,04/19/24,VT,-0.46476335,Consolidated,0.30061274
Time Period Benchmark Comparison,Data,04/22/24,VT,0.933866972,Consolidated,0.354379713
Time Period Benchmark Comparison,Data,04/23/24,VT,1.142371601,Consolidated,0.781501998
Time Period Benchmark Comparison,Data,04/24/24,VT,-0.02800336,Consolidated,0.246877222
Time Period Benchmark Comparison,Data,04/25/24,VT,-0.317460317,Consolidated,-0.297603325
Time Period Benchmark Comparison,Data,04/26/24,VT,0.899213188,Consolidated,0.210106952
Time Period Benchmark Comparison,Data,04/29/24,VT,0.436316376,Consolidated,0.636298644
Time Period Benchmark Comparison,Data,04/30/24,VT,-1.525094741,Consolidated,-1.075106907
Time Period Benchmark Comparison,Data,05/01/24,VT,-0.187722921,Consolidated,0.070910496
Time Period Benchmark Comparison,Data,05/02/24,VT,1.222493888,Consolidated,0.090863562
Time Period Benchmark Comparison,Data,05/03/24,VT,1.068376068,Consolidated,0.771337805
Time Period Benchmark Comparison,Data,05/06/24,VT,0.891626069,Consolidated,0.499347738
Time Period Benchmark Comparison,Data,05/07/24,VT,0.027332362,Consolidated,0.151108867
Time Period Benchmark Comparison,Data,05/08/24,VT,-0.063758084,Consolidated,-0.269000087
Time Period Benchmark Comparison,Data,05/09/24,VT,0.619759388,Consolidated,0.478310326
Time Period Benchmark Comparison,Data,05/10/24,VT,0.163043478,Consolidated,-0.335396528
Time Period Benchmark Comparison,Data,05/13/24,VT,-0.018086453,Consolidated,0.185140615
Time Period Benchmark Comparison,Data,05/14/24,VT,0.615050651,Consolidated,0.412260385
Time Period Benchmark Comparison,Data,05/15/24,VT,1.1596548,Consolidated,0.078011596
Time Period Benchmark Comparison,Data,05/16/24,VT,-0.319914689,Consolidated,-0.190328736
Time Period Benchmark Comparison,Data,05/17/24,VT,0.27636623,Consolidated,0.19160493
Time Period Benchmark Comparison,Data,05/20/24,VT,0.062233286,Consolidated,-0.174347285
Time Period Benchmark Comparison,Data,05/21/24,VT,-0.00888494,Consolidated,0.186928902
Time Period Benchmark Comparison,Data,05/22/24,VT,-0.506486583,Consolidated,0.016401858
Time Period Benchmark Comparison,Data,05/23/24,VT,-0.714477092,Consolidated,-0.610031004
Time Period Benchmark Comparison,Data,05/24/24,VT,0.737609067,Consolidated,0.324191925
Time Period Benchmark Comparison,Data,05/27/24,VT,0,Consolidated,0.300571284
Time Period Benchmark Comparison,Data,05/28/24,VT,-0.080364318,Consolidated,-0.207705268
Time Period Benchmark Comparison,Data,05/29/24,VT,-1.09025916,Consolidated,-0.684706223
Time Period Benchmark Comparison,Data,05/30/24,VT,-0.063245392,Consolidated,0.711188559
Time Period Benchmark Comparison,Data,05/31/24,VT,0.750384233,Consolidated,0.461824547
Time Period Benchmark Comparison,Data,06/03/24,VT,0.098707825,Consolidated,-0.177316001
Time Period Benchmark Comparison,Data,06/04/24,VT,-0.197220977,Consolidated,-0.470212308
Time Period Benchmark Comparison,Data,06/05/24,VT,1.032965059,Consolidated,0.348318866
Time Period Benchmark Comparison,Data,06/06/24,VT,0.071123755,Consolidated,0.080142081
Time Period Benchmark Comparison,Data,06/07/24,VT,-0.488628287,Consolidated,-0.366390229
Time Period Benchmark Comparison,Data,06/10/24,VT,0.232122132,Consolidated,0.03273894
Time Period Benchmark Comparison,Data,06/11/24,VT,-0.16923488,Consolidated,-0.745853532
Time Period Benchmark Comparison,Data,06/12/24,VT,0.972519629,Consolidated,0.337150661
Time Period Benchmark Comparison,Data,06/13/24,VT,-0.353450561,Consolidated,-0.753351505
Time Period Benchmark Comparison,Data,06/14/24,VT,-0.319233839,Consolidated,-0.755205329
Time Period Benchmark Comparison,Data,06/17/24,VT,0.649408416,Consolidated,0.637858931
Time Period Benchmark Comparison,Data,06/18/24,VT,0.32702846,Consolidated,0.445990231
Time Period Benchmark Comparison,Data,06/19/24,VT,0,Consolidated,0.058110886
Time Period Benchmark Comparison,Data,06/20/24,VT,-0.17619593,Consolidated,0.472718685
Time Period Benchmark Comparison,Data,06/21/24,VT,-0.266613715,Consolidated,-0.101954263
Time Period Benchmark Comparison,Data,06/24/24,VT,0.106733078,Consolidated,0.483002916
Time Period Benchmark Comparison,Data,06/25/24,VT,0.195468681,Consolidated,-0.121843413
Time Period Benchmark Comparison,Data,06/26/24,VT,-0.150749313,Consolidated,-0.357177497
Time Period Benchmark Comparison,Data,06/27/24,VT,0.186500888,Consolidated,-0.141503889
Time Period Benchmark Comparison,Data,06/28/24,VT,-0.159560323,Consolidated,0.341946385
Time Period Benchmark Comparison,Data,07/01/24,VT,0.133179437,Consolidated,0.493841906
Time Period Benchmark Comparison,Data,07/02/24,VT,0.469941479,Consolidated,0.230213981
Time Period Benchmark Comparison,Data,07/03/24,VT,0.767805136,Consolidated,0.255722305
Time Period Benchmark Comparison,Data,07/04/24,VT,0,Consolidated,0.167170333
Time Period Benchmark Comparison,Data,07/05/24,VT,0.464179366,Consolidated,-0.274252605
Time Period Benchmark Comparison,Data,07/08/24,VT,-0.026152907,Consolidated,0.196416513
Time Period Benchmark Comparison,Data,07/09/24,VT,-0.017439833,Consolidated,-0.233578566
Time Period Benchmark Comparison,Data,07/10/24,VT,1.055293912,Consolidated,0.442196364
Time Period Benchmark Comparison,Data,07/11/24,VT,-0.198498317,Consolidated,0.264128192
Time Period Benchmark Comparison,Data,07/12/24,VT,0.674507091,Consolidated,0.3180201
Time Period Benchmark Comparison,Data,07/15/24,VT,-0.025768768,Consolidated,0.597364936
Time Period Benchmark Comparison,Data,07/16/24,VT,0.738895094,Consolidated,0.551593051
Time Period Benchmark Comparison,Data,07/17/24,VT,-1.236673774,Consolidated,-0.435665062
Time Period Benchmark Comparison,Data,07/18/24,VT,-0.846286701,Consolidated,-0.688609444
Time Period Benchmark Comparison,Data,07/19/24,VT,-0.661905591,Consolidated,-0.563899927
Time Period Benchmark Comparison,Data,07/22/24,VT,0.999473961,Consolidated,0.538725896
Time Period Benchmark Comparison,Data,07/23/24,VT,-0.3125,Consolidated,-0.171340588
Time Period Benchmark Comparison,Data,07/24/24,VT,-1.92441658,Consolidated,-1.023013587
Time Period Benchmark Comparison,Data,07/25/24,VT,-0.337387907,Consolidated,-0.625946266
Time Period Benchmark Comparison,Data,07/26/24,VT,1.14922049,Consolidated,0.793749173
Time Period Benchmark Comparison,Data,07/29/24,VT,-0.132112031,Consolidated,0.005457074
Time Period Benchmark Comparison,Data,07/30/24,VT,-0.255754476,Consolidated,0.21119925
Time Period Benchmark Comparison,Data,07/31/24,VT,1.556145004,Consolidated,0.436611169
Time Period Benchmark Comparison,Data,08/01/24,VT,-1.810900226,Consolidated,-2.037615204
Time Period Benchmark Comparison,Data,08/02/24,VT,-1.835431814,Consolidated,-2.24033811
Time Period Benchmark Comparison,Data,08/05/24,VT,-2.700749706,Consolidated,-2.166220708
Time Period Benchmark Comparison,Data,08/06/24,VT,0.751949499,Consolidated,0.625561712
Time Period Benchmark Comparison,Data,08/07/24,VT,-0.257993182,Consolidated,0.13353474
Time Period Benchmark Comparison,Data,08/08/24,VT,2.133949192,Consolidated,1.497816305
Time Period Benchmark Comparison,Data,08/09/24,VT,0.416063676,Consolidated,0.570556158
Time Period Benchmark Comparison,Data,08/12/24,VT,0.018014772,Consolidated,0.094408655
Time Period Benchmark Comparison,Data,08/13/24,VT,1.557997118,Consolidated,0.553959936
Time Period Benchmark Comparison,Data,08/14/24,VT,0.248292986,Consolidated,0.218607088
Time Period Benchmark Comparison,Data,08/15/24,VT,1.477222468,Consolidated,1.404915352
Time Period Benchmark Comparison,Data,08/16/24,VT,0.392259414,Consolidated,0.535062936
Time Period Benchmark Comparison,Data,08/19/24,VT,1.024572371,Consolidated,0.385021658
Time Period Benchmark Comparison,Data,08/20/24,VT,-0.27503223,Consolidated,-0.610859961
Time Period Benchmark Comparison,Data,08/21/24,VT,0.57743687,Consolidated,0.711208822
Time Period Benchmark Comparison,Data,08/22/24,VT,-0.839760069,Consolidated,-0.204587255
Time Period Benchmark Comparison,Data,08/23/24,VT,1.451780159,Consolidated,0.869234128
Time Period Benchmark Comparison,Data,08/26/24,VT,-0.459965928,Consolidated,0.005054569
Time Period Benchmark Comparison,Data,08/27/24,VT,0.290946432,Consolidated,0.244583496
Time Period Benchmark Comparison,Data,08/28/24,VT,-0.580204778,Consolidated,0.025069248
Time Period Benchmark Comparison,Data,08/29/24,VT,0.1458977,Consolidated,0.277791401
Time Period Benchmark Comparison,Data,08/30/24,VT,0.728425743,Consolidated,0.372699639
Time Period Benchmark Comparison,Data,09/02/24,VT,0,Consolidated,-0.093097176
Time Period Benchmark Comparison,Data,09/03/24,VT,-1.965288412,Consolidated,-1.151402582
Time Period Benchmark Comparison,Data,09/04/24,VT,-0.21695739,Consolidated,-0.169670075
Time Period Benchmark Comparison,Data,09/05/24,VT,-0.173943294,Consolidated,-0.15277656
Time Period Benchmark Comparison,Data,09/06/24,VT,-1.698902248,Consolidated,-1.456570719
Time Period Benchmark Comparison,Data,09/09/24,VT,1.028095365,Consolidated,0.464925958
Time Period Benchmark Comparison,Data,09/10/24,VT,0.105272392,Consolidated,-0.806310418
Time Period Benchmark Comparison,Data,09/11/24,VT,0.815003067,Consolidated,-0.095650255
Time Period Benchmark Comparison,Data,09/12/24,VT,0.860570236,Consolidated,0.744786506
Time Period Benchmark Comparison,Data,09/13/24,VT,0.525726105,Consolidated,0.808125227
Time Period Benchmark Comparison,Data,09/16/24,VT,0.385802469,Consolidated,0.355285771
Time Period Benchmark Comparison,Data,09/17/24,VT,-0.059783073,Consolidated,0.063162238
Time Period Benchmark Comparison,Data,09/18/24,VT,-0.282003076,Consolidated,0.106110391
Time Period Benchmark Comparison,Data,09/19/24,VT,1.773930928,Consolidated,1.113446289
Time Period Benchmark Comparison,Data,09/20/24,VT,-0.372684406,Consolidated,-0.335074328
Time Period Benchmark Comparison,Data,09/23/24,VT,0.32230704,Consolidated,-0.164644376
Time Period Benchmark Comparison,Data,09/24/24,VT,0.676361177,Consolidated,0.047934979
Time Period Benchmark Comparison,Data,09/25/24,VT,-0.495465233,Consolidated,-0.393213505
Time Period Benchmark Comparison,Data,09/26/24,VT,1.240611022,Consolidated,0.827360358
Time Period Benchmark Comparison,Data,09/27/24,VT,-0.291763921,Consolidated,0.324217333
Time Period Benchmark Comparison,Data,09/30/24,VT,0.075244545,Consolidated,-0.190085143
Time Period Benchmark Comparison,Data,10/01/24,VT,-0.634920635,Consolidated,-0.195899693
Time Period Benchmark Comparison,Data,10/02/24,VT,0.151336808,Consolidated,-0.371615802
Time Period Benchmark Comparison,Data,10/03/24,VT,-0.55406313,Consolidated,-0.283998344
Time Period Benchmark Comparison,Data,10/04/24,VT,0.886375148,Consolidated,0.81530833
Time Period Benchmark Comparison,Data,10/07/24,VT,-0.602460045,Consolidated,-0.476638655
Time Period Benchmark Comparison,Data,10/08/24,VT,0.16836434,Consolidated,-0.242644639
Time Period Benchmark Comparison,Data,10/09/24,VT,0.394991176,Consolidated,0.086350211
Time Period Benchmark Comparison,Data,10/10/24,VT,-0.159049054,Consolidated,-0.585782796
Time Period Benchmark Comparison,Data,10/11/24,VT,0.687515721,Consolidated,0.340580106
Time Period Benchmark Comparison,Data,10/14/24,VT,0.499625281,Consolidated,0.314217239
Time Period Benchmark Comparison,Data,10/15/24,VT,-1.027425636,Consolidated,-0.271895127
Time Period Benchmark Comparison,Data,10/16/24,VT,0.493930515,Consolidated,0.203116135
Time Period Benchmark Comparison,Data,10/17/24,VT,-0.049983339,Consolidated,0.089159999
Time Period Benchmark Comparison,Data,10/18/24,VT,0.491748625,Consolidated,0.452713893
Time Period Benchmark Comparison,Data,10/21/24,VT,-0.514224102,Consolidated,-0.256532538
Time Period Benchmark Comparison,Data,10/22/24,VT,-0.241767403,Consolidated,0.236404833
Time Period Benchmark Comparison,Data,10/23/24,VT,-0.869129199,Consolidated,-0.191840667
Time Period Benchmark Comparison,Data,10/24/24,VT,0.261338729,Consolidated,0.210305088
Time Period Benchmark Comparison,Data,10/25/24,VT,-0.168166148,Consolidated,0.12441277
Time Period Benchmark Comparison,Data,10/28/24,VT,0.522193211,Consolidated,0.59910017
Time Period Benchmark Comparison,Data,10/29/24,VT,-0.083787181,Consolidated,-0.259952557
Time Period Benchmark Comparison,Data,10/30/24,VT,-0.368972746,Consolidated,-0.09985442
Time Period Benchmark Comparison,Data,10/31/24,VT,-1.447689588,Consolidated,-0.729841991
Time Period Benchmark Comparison,Data,11/01/24,VT,0.401400632,Consolidated,0.186919501
Time Period Benchmark Comparison,Data,11/04/24,VT,-0.051037768,Consolidated,-0.44277858
Time Period Benchmark Comparison,Data,11/05/24,VT,1.208510638,Consolidated,0.817339624
Time Period Benchmark Comparison,Data,11/06/24,VT,1.311806256,Consolidated,1.500157768
Time Period Benchmark Comparison,Data,11/07/24,VT,1.054116866,Consolidated,0.920628988
Time Period Benchmark Comparison,Data,11/08/24,VT,-0.27926078,Consolidated,-0.244500357
Time Period Benchmark Comparison,Data,11/11/24,VT,0.115311754,Consolidated,0.848790559
Time Period Benchmark Comparison,Data,11/12/24,VT,-0.798025504,Consolidated,-0.492474837
Time Period Benchmark Comparison,Data,11/13/24,VT,-0.207331232,Consolidated,-0.175127477
Time Period Benchmark Comparison,Data,11/14/24,VT,-0.51524973,Consolidated,-0.473279527
Time Period Benchmark Comparison,Data,11/15/24,VT,-0.994069,Consolidated,-0.00008615
Time Period Benchmark Comparison,Data,11/18/24,VT,0.590617617,Consolidated,0.596479638
Time Period Benchmark Comparison,Data,11/19/24,VT,0.260023486,Consolidated,0.160380409
Time Period Benchmark Comparison,Data,11/20/24,VT,-0.025098302,Consolidated,-0.345903044
Time Period Benchmark Comparison,Data,11/21/24,VT,0.476987448,Consolidated,0.301247217
Time Period Benchmark Comparison,Data,11/22/24,VT,0.433080703,Consolidated,0.201326914
Time Period Benchmark Comparison,Data,11/25/24,VT,0.42292064,Consolidated,0.421113369
Time Period Benchmark Comparison,Data,11/26/24,VT,0.066061107,Consolidated,-0.028609338
Time Period Benchmark Comparison,Data,11/27/24,VT,-0.123782802,Consolidated,-0.24290651
Time Period Benchmark Comparison,Data,11/28/24,VT,0,Consolidated,0.117856086
Time Period Benchmark Comparison,Data,11/29/24,VT,0.751879699,Consolidated,0.407007376
Time Period Benchmark Comparison,Data,12/02/24,VT,0.213219616,Consolidated,0.336963782
Time Period Benchmark Comparison,Data,12/03/24,VT,0.163666121,Consolidated,-0.015689755
